매물ID,제조사,모델,등급,연식,주행km,연료,차체,시도,판매가,잔존율
41577542,현대,쏘나타 (DN8),2.0,2022.0,100420.0,가솔린,중형차,경기,1599.0,57.2
40575612,현대,아반떼 쿠페,2.0 GDi 프리미엄,2014.0,104327.0,가솔린,스포츠카,경기,580.0,29.1
41816139,현대,제네시스 DH,G330 모던 AWD,2016.0,102921.0,가솔린,대형차,경기,1280.0,26.1
39784512,현대,에쿠스(신형),VL380,2012.0,160133.0,가솔린,대형차,경기,799.0,5.8
41764825,현대,아반떼 AD,1.6 GDI 밸류 플러스,2017.0,116979.0,가솔린,준중형차,경기,950.0,56.9
40796784,현대,싼타페 (MX5),가솔린 2.5T 4WD,2024.0,34855.0,가솔린,SUV,경기,3990.0,86.8
41834876,현대,LF 쏘나타,2.0 케어플러스,2017.0,122000.0,가솔린,중형차,경기,890.0,35.7
41761011,현대,그랜저 HG,HG240 럭셔리,2011.0,151451.0,가솔린,대형차,경기,429.0,13.8
41703661,현대,아반떼 AD,1.6 GDI 밸류 플러스,2018.0,83918.0,가솔린,준중형차,경기,1220.0,72.2
41237004,현대,더 뉴 아반떼 (CN7),1.6,2024.0,12542.0,가솔린,준중형차,경기,2450.0,91.0
41207976,현대,투싼 (NX4),가솔린 1.6 터보 4WD,2022.0,54300.0,가솔린,SUV,경기,2550.0,96.8
40801607,현대,더 뉴 그랜저 IG,2.5,2020.0,75925.0,가솔린,대형차,경기,2320.0,56.5
41684305,현대,투스카니(신형),2.0 GL,2009.0,192902.0,가솔린,스포츠카,경기,420.0,29.6
41712486,현대,더 뉴 아반떼,1.6 GDi 스마트,2014.0,77976.0,가솔린,준중형차,경기,699.0,40.3
41696321,현대,더 뉴 그랜저 IG,2.5,2020.0,40873.0,가솔린,대형차,경기,2970.0,72.3
41624652,현대,싼타페 (MX5),가솔린 2.5T 2WD,2024.0,25750.0,가솔린,SUV,경기,2920.0,77.0
41687674,현대,팰리세이드,가솔린 3.8 2WD,2022.0,28912.0,가솔린,SUV,경기,3300.0,71.4
41570623,현대,싼타페 TM,가솔린 2.0T 2WD,2019.0,153713.0,가솔린,SUV,경기,1830.0,51.9
41731263,현대,더 뉴 그랜저 IG,3.3,2021.0,56358.0,가솔린,대형차,경기,2480.0,63.2
41622997,현대,아반떼 (CN7),1.6,2021.0,115430.0,가솔린,준중형차,경기,1360.0,71.6
41128987,현대,아반떼 MD,M16 GDI 럭셔리,2011.0,93331.0,가솔린,준중형차,경기,425.0,28.0
41833542,현대,LF 쏘나타,2.0 스마트,2015.0,193270.0,가솔린,중형차,경기,640.0,25.1
41776092,현대,쏘나타 뉴 라이즈,2.0 스마트 초이스,2019.0,166173.0,가솔린,중형차,경기,1080.0,43.6
41829811,현대,그랜저 HG,HG300 프리미엄,2016.0,196938.0,가솔린,대형차,경기,500.0,15.3
41064753,현대,싼타페 (MX5),가솔린 2.5T 2WD,2025.0,26113.0,가솔린,SUV,경기,3000.0,84.6
41691626,현대,쏘나타 더 브릴리언트,CVVL 스마트,2013.0,114818.0,가솔린,중형차,경기,520.0,21.5
41047042,현대,팰리세이드,가솔린 3.8 2WD,2022.0,63050.0,가솔린,SUV,경기,2500.0,70.0
41742007,현대,YF 쏘나타,F24 GDI,2010.0,67589.0,가솔린,중형차,경기,580.0,19.4
41713849,현대,더 뉴 아반떼 AD,1.6,2019.0,119739.0,가솔린,준중형차,경기,950.0,52.9
41667636,현대,에쿠스,JS330,2009.0,98023.0,가솔린,대형차,경기,420.0,9.2
39461663,현대,에쿠스(신형),VS460,2010.0,242300.0,가솔린,대형차,경기,400.0,3.7
41803114,현대,쏘나타 (DN8),2.0,2020.0,88657.0,가솔린,중형차,경기,1540.0,59.4
41721621,현대,그랜저 HG,HG300 프리미엄,2015.0,158379.0,가솔린,대형차,경기,530.0,15.8
41694789,현대,쏘나타 뉴 라이즈,2.0 프리미엄 스페셜,2019.0,131198.0,가솔린,중형차,경기,1310.0,44.9
41794500,현대,더 뉴 그랜저 IG,2.5,2020.0,133965.0,가솔린,대형차,경기,1969.0,54.6
41660397,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2023.0,31481.0,가솔린,SUV,경기,2490.0,86.7
41840654,현대,더 뉴 코나,가솔린 1.6 터보 4WD,2021.0,66524.0,가솔린,SUV,경기,2250.0,75.1
41665088,현대,팰리세이드,가솔린 3.8 4WD,2019.0,148440.0,가솔린,SUV,경기,2099.0,49.3
41348764,현대,아반떼 (CN7),2.0 N,2022.0,93001.0,가솔린,준중형차,경기,1780.0,55.4
40084970,현대,더 뉴 아반떼 (CN7),1.6,2024.0,11000.0,가솔린,준중형차,경기,1152.0,50.7
40958796,현대,캐스퍼,터보 인스퍼레이션,2024.0,54000.0,가솔린,경차,경기,343.0,17.5
41697880,현대,그랜저 IG,2.4 익스클루시브,2019.0,103964.0,가솔린,대형차,경기,1770.0,49.1
41770344,현대,제네시스 DH,G330 프리미엄 AWD,2014.0,191853.0,가솔린,대형차,경기,888.0,16.1
41534088,현대,아반떼 AD,1.6 GDI 스타일,2017.0,103889.0,가솔린,준중형차,경기,680.0,48.2
41748227,현대,제네시스,BH330 럭셔리,2008.0,104483.0,가솔린,대형차,경기,550.0,10.0
41549463,현대,베라크루즈,가솔린 4WD 380VXL,2011.0,139646.0,가솔린,SUV,경기,1150.0,26.4
41710683,현대,아반떼 (CN7),1.6,2023.0,151698.0,가솔린,준중형차,경기,1650.0,65.6
41490610,현대,제네시스 DH,G330 모던,2015.0,61951.0,가솔린,대형차,경기,1140.0,24.5
41421668,현대,더 뉴 코나,가솔린 1.6 터보 2WD,2021.0,152680.0,가솔린,SUV,경기,1580.0,58.2
41840151,현대,아반떼 AD,1.6 GDI 밸류 플러스,2017.0,56305.0,가솔린,준중형차,경기,1090.0,65.3
41837157,현대,캐스퍼,터보 인스퍼레이션,2023.0,43743.0,가솔린,경차,경기,1680.0,85.7
41007585,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2023.0,57291.0,가솔린,SUV,경기,2900.0,75.0
41543023,현대,그랜저 IG,2.4 프리미엄,2017.0,137972.0,가솔린,대형차,경기,1430.0,42.4
41805031,현대,아반떼 AD,1.6 터보 스포츠,2017.0,99719.0,가솔린,준중형차,경기,1399.0,57.0
41614992,현대,캐스퍼,터보 인스퍼레이션,2024.0,24089.0,가솔린,경차,경기,1590.0,81.1
40926869,현대,팰리세이드,가솔린 3.8 2WD,2022.0,18601.0,가솔린,SUV,경기,3130.0,60.4
41827880,현대,더 뉴 그랜저 IG,2.5,2020.0,117353.0,가솔린,대형차,경기,2150.0,59.6
41250412,현대,팰리세이드,가솔린 3.8 2WD,2020.0,63853.0,가솔린,SUV,경기,2199.0,53.6
40962612,현대,더 뉴 아반떼 (CN7),2.0 N,2025.0,20056.0,가솔린,준중형차,경기,2830.0,85.5
41566050,현대,투싼 (NX4),가솔린 1.6 터보 4WD,2022.0,55935.0,가솔린,SUV,경기,2570.0,73.9
41593358,현대,쏘나타 (DN8),2.0,2020.0,117950.0,가솔린,중형차,경기,1830.0,55.6
41016139,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2021.0,87712.0,가솔린,SUV,경기,1849.0,75.9
41552339,현대,쏘나타 디 엣지(DN8),1.6 터보,2024.0,19241.0,가솔린,중형차,경기,2780.0,85.3
41188025,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2023.0,13397.0,가솔린,SUV,경기,2699.0,83.4
41812476,현대,아반떼 (CN7),1.6,2021.0,96255.0,가솔린,준중형차,경기,1250.0,64.2
41037034,현대,더 뉴 그랜저 IG,2.5,2021.0,42835.0,가솔린,대형차,경기,2770.0,67.0
41516058,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2021.0,86201.0,가솔린,SUV,경기,2450.0,77.7
41827908,현대,더 뉴 그랜저 IG,2.5,2020.0,124700.0,가솔린,대형차,경기,1799.0,54.7
41737733,현대,쏘나타 (DN8),2.0,2021.0,89566.0,가솔린,중형차,경기,1590.0,60.4
41558896,현대,쏘나타 (DN8),2.0,2020.0,106448.0,가솔린,중형차,경기,1550.0,55.4
41755379,현대,쏘나타 (DN8),2.0,2021.0,96546.0,가솔린,중형차,경기,1590.0,60.4
41661427,현대,에쿠스(신형),VS380,2015.0,138331.0,가솔린,대형차,경기,750.0,9.5
41456631,현대,더 뉴 그랜저 IG,2.5,2021.0,64915.0,가솔린,대형차,경기,2030.0,60.3
41681355,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2021.0,121764.0,가솔린,SUV,경기,2170.0,68.8
41638301,현대,벨로스터 (JS),1.6 터보 스포츠,2018.0,173852.0,가솔린,준중형차,경기,829.0,34.1
41769209,현대,아반떼 AD,1.6 GDI 모던,2016.0,66980.0,가솔린,준중형차,경기,990.0,51.3
41110937,현대,YF 쏘나타,Y20 그랜드,2010.0,128723.0,가솔린,중형차,경기,300.0,15.3
41834582,현대,에쿠스(신형),VS380,2012.0,173590.0,가솔린,대형차,경기,379.0,5.6
41811158,현대,코나,1.6 터보 2WD,2020.0,112375.0,가솔린,SUV,경기,1229.0,58.5
41792487,현대,아슬란,G330 프리미엄,2015.0,163411.0,가솔린,대형차,경기,790.0,18.9
41745856,현대,그랜저 HG,HG300 프리미엄,2014.0,129284.0,가솔린,대형차,경기,620.0,18.7
41818231,현대,그랜저 IG,3.0 익스클루시브,2017.0,222141.0,가솔린,대형차,경기,820.0,21.2
41553754,현대,팰리세이드,가솔린 3.8 4WD,2019.0,116536.0,가솔린,SUV,경기,1990.0,46.7
41610429,현대,더 뉴 아반떼 (CN7),1.6,2025.0,15455.0,가솔린,준중형차,경기,2380.0,88.2
41614199,현대,더 뉴 싼타페,가솔린 2.5T 4WD,2021.0,77745.0,가솔린,SUV,경기,3180.0,77.4
41382955,현대,더 뉴 싼타페,가솔린 2.5T 4WD,2021.0,39885.0,가솔린,SUV,경기,2700.0,75.1
41533800,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2023.0,30718.0,가솔린,SUV,경기,3050.0,78.9
41689722,현대,캐스퍼,터보 인스퍼레이션,2023.0,32910.0,가솔린,경차,경기,1620.0,82.7
39390304,현대,LF 쏘나타,2.0 스마트,2015.0,120905.0,가솔린,중형차,경기,960.0,37.7
41684576,현대,쏘나타 뉴 라이즈,1.6 터보 스마트,2019.0,110602.0,가솔린,중형차,경기,1500.0,54.1
41587567,현대,제네시스 DH,G330 프리미엄 AWD,2016.0,250105.0,가솔린,대형차,경기,790.0,14.4
41732892,현대,제네시스 DH,G330 모던 AWD,2015.0,124878.0,가솔린,대형차,경기,900.0,18.3
41785943,현대,그랜저 HG,HG240 럭셔리,2011.0,97374.0,가솔린,대형차,경기,470.0,15.1
41838439,현대,팰리세이드 (LX3),가솔린 2.5T 4WD 7인승,2025.0,18137.0,가솔린,SUV,경기,2087.0,39.7
41679315,현대,더 뉴 싼타페,가솔린 2.5T 2WD,2021.0,37247.0,가솔린,SUV,경기,2320.0,75.9
41095880,현대,팰리세이드,가솔린 3.8 2WD,2022.0,63048.0,가솔린,SUV,경기,2670.0,64.9
41331008,현대,싼타페 TM,가솔린 2.0T 4WD,2019.0,30736.0,가솔린,SUV,경기,2699.0,72.7
40411834,현대,제네시스 DH,G380 프레스티지 AWD,2016.0,137855.0,가솔린,대형차,경기,1500.0,23.7
41392935,현대,더 뉴 그랜저 IG,2.5,2021.0,87350.0,가솔린,대형차,경기,2190.0,59.5
41284124,현대,그랜저 (GN7),2.5 가솔린 2WD,2024.0,15000.0,가솔린,대형차,경기,2664.0,62.9
41658796,현대,그랜저 HG,HG300 익스클루시브,2015.0,193439.0,가솔린,대형차,경기,550.0,15.3
41737107,현대,그랜저 (GN7),2.5 가솔린 2WD,2026.0,15496.0,가솔린,대형차,경기,3880.0,90.5
40109121,현대,더 뉴 아반떼 (CN7),1.6,2025.0,3000.0,가솔린,준중형차,경기,2088.0,89.8
41686439,현대,그랜저 IG,2.4 모던,2019.0,80206.0,가솔린,대형차,경기,1590.0,51.1
40893075,현대,그랜저 HG,HG240 럭셔리,2012.0,216348.0,가솔린,대형차,경기,350.0,11.7
40856823,현대,싼타페 (MX5),가솔린 2.5T 2WD,2025.0,5241.0,가솔린,SUV,경기,2911.0,73.8
41832435,현대,투싼 (NX4),가솔린 1.6 터보 4WD,2021.0,69844.0,가솔린,SUV,경기,2160.0,76.0
41382367,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2021.0,14984.0,가솔린,SUV,경기,2620.0,83.0
41014183,현대,캐스퍼,디 에센셜,2023.0,67751.0,가솔린,경차,경기,1032.0,61.1
41645570,현대,코나,1.6 터보 2WD,2018.0,100959.0,가솔린,SUV,경기,1230.0,58.7
41755362,현대,그랜저 IG,2.4 프리미엄,2018.0,91691.0,가솔린,대형차,경기,1650.0,48.9
40819441,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2024.0,16000.0,가솔린,SUV,경기,2388.0,56.9
41654890,현대,싼타페 (MX5),가솔린 2.5T 2WD,2024.0,25000.0,가솔린,SUV,경기,2541.0,67.0
41476915,현대,코나,1.6 터보 2WD,2018.0,101260.0,가솔린,SUV,경기,1340.0,60.2
41611682,현대,제네시스 DH,G330 모던,2015.0,158568.0,가솔린,대형차,경기,880.0,18.9
41672941,현대,팰리세이드 (LX3),가솔린 2.5T 4WD 9인승,2025.0,6983.0,가솔린,SUV,경기,4361.0,75.0
41781027,현대,올 뉴 투싼,가솔린 1.6 터보 2WD,2020.0,11742.0,가솔린,SUV,경기,2090.0,74.0
41671730,현대,아반떼 MD,M16 GDI 럭셔리,2011.0,62370.0,가솔린,준중형차,경기,530.0,34.9
41241320,현대,베라크루즈,가솔린 2WD 380VX,2009.0,159267.0,가솔린,SUV,경기,799.0,22.3
40742412,현대,그랜저 (GN7),2.5 가솔린 2WD,2024.0,13268.0,가솔린,대형차,경기,2011.0,47.2
41481165,현대,베뉴,1.6 프리미엄,2025.0,8342.0,가솔린,SUV,경기,2016.0,93.9
40783211,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2024.0,15824.0,가솔린,SUV,경기,1940.0,46.2
41689847,현대,아반떼 (CN7),1.6,2021.0,69687.0,가솔린,준중형차,경기,1630.0,83.7
41727950,현대,팰리세이드,가솔린 3.8 2WD,2021.0,71267.0,가솔린,SUV,경기,2650.0,64.4
41644771,현대,그랜저 (GN7),2.5 가솔린 2WD,2023.0,19000.0,가솔린,대형차,경기,2336.0,50.4
39493912,현대,더 뉴 아반떼 (CN7),1.6,2024.0,25000.0,가솔린,준중형차,경기,1776.0,89.9
39140698,현대,제네시스 DH,G330 프리미엄 AWD,2014.0,272772.0,가솔린,대형차,경기,700.0,12.7
41497492,현대,싼타페 TM,가솔린 2.0T 2WD,2019.0,76004.0,가솔린,SUV,경기,2170.0,61.6
40440008,현대,더 뉴 투싼 (NX4),가솔린 1.6 터보 4WD,2024.0,8804.0,가솔린,SUV,경기,2920.0,78.1
41541674,현대,코나 (SX2),가솔린 1.6 터보 2WD,2023.0,13021.0,가솔린,SUV,경기,2650.0,85.6
40220126,현대,쏘나타 디 엣지(DN8),2.0,2024.0,30200.0,가솔린,중형차,경기,2838.0,101.1
41161487,현대,쏘나타 디 엣지(DN8),1.6 터보,2025.0,2233.0,가솔린,중형차,경기,2690.0,94.3
41751356,현대,더 뉴 아반떼,1.6 GDi 스마트,2015.0,72214.0,가솔린,준중형차,경기,630.0,36.0
41715882,현대,아반떼 AD,1.6 GDI 모던,2017.0,109687.0,가솔린,준중형차,경기,820.0,39.2
41381527,현대,더 뉴 그랜저 IG,2.5,2020.0,75725.0,가솔린,대형차,경기,2300.0,70.0
41624151,현대,그랜저 HG,HG240 모던,2014.0,124003.0,가솔린,대형차,경기,590.0,19.6
41003776,현대,에쿠스(신형),VS500,2014.0,148409.0,가솔린,대형차,경기,1090.0,9.8
41612423,현대,아반떼 MD,M16 GDI 탑,2012.0,163528.0,가솔린,준중형차,경기,450.0,23.8
39594902,현대,아반떼 (CN7),1.6,2023.0,66000.0,가솔린,준중형차,경기,850.0,39.7
41816565,현대,더 뉴 아반떼 (CN7),1.6,2024.0,34116.0,가솔린,준중형차,경기,920.0,40.5
41188703,현대,팰리세이드 (LX3),가솔린 2.5T 2WD 7인승,2025.0,11500.0,가솔린,SUV,경기,3507.0,61.5
39597538,현대,더 뉴 아반떼 (CN7),1.6,2024.0,23000.0,가솔린,준중형차,경기,2014.0,89.3
41610477,현대,제네시스 DH,G330 모던,2016.0,69427.0,가솔린,대형차,경기,1360.0,29.8
41801684,현대,쏘나타 (DN8),2.0,2020.0,99493.0,가솔린,중형차,경기,1560.0,59.1
39991834,현대,쏘나타 디 엣지(DN8),1.6 터보,2025.0,6000.0,가솔린,중형차,경기,2602.0,72.2
41542215,현대,LF 쏘나타,2.4 익스클루시브,2015.0,127073.0,가솔린,중형차,경기,880.0,29.4
41369615,현대,그랜저 IG,3.0 익스클루시브,2017.0,181872.0,가솔린,대형차,경기,1190.0,30.7
41681208,현대,코나 (SX2),가솔린 1.6 터보 2WD,2025.0,24626.0,가솔린,SUV,경기,2500.0,90.0
41542234,현대,쏘나타 (DN8),2.0,2020.0,42516.0,가솔린,중형차,경기,1860.0,66.5
41529404,현대,더 뉴 팰리세이드,가솔린 3.8 4WD,2023.0,44870.0,가솔린,SUV,경기,4090.0,77.0
41681958,현대,코나 (SX2),가솔린 1.6 터보 2WD,2025.0,10600.0,가솔린,SUV,경기,2716.0,106.9
41210569,현대,더 뉴 그랜저 IG,2.5,2021.0,124474.0,가솔린,대형차,경기,1890.0,56.1
41542186,현대,제네시스 DH,G330 프리미엄 AWD,2015.0,106590.0,가솔린,대형차,경기,1420.0,25.8
41694855,현대,아반떼 AD,1.6 GDI 밸류 플러스,2017.0,114527.0,가솔린,준중형차,경기,950.0,56.9
40711555,현대,팰리세이드,가솔린 3.8 2WD,2021.0,47083.0,가솔린,SUV,경기,2630.0,56.9
41475762,현대,더 뉴 아반떼 (CN7),1.6,2024.0,37968.0,가솔린,준중형차,경기,2050.0,90.2
41418439,현대,그랜저 IG,2.4 모던,2018.0,70440.0,가솔린,대형차,경기,1420.0,46.5
41079172,현대,더 뉴 아반떼 (CN7),1.6,2024.0,74195.0,가솔린,준중형차,경기,1920.0,85.1
41297534,현대,캐스퍼,디 에센셜,2024.0,20000.0,가솔린,경차,경기,604.0,35.7
41691041,현대,그랜저 HG,HG240 모던 컬렉션,2017.0,199720.0,가솔린,대형차,경기,590.0,19.1
41694708,현대,더 뉴 그랜저 IG,2.5,2020.0,46240.0,가솔린,대형차,경기,2750.0,65.7
41563748,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2024.0,19516.0,가솔린,SUV,경기,1881.0,44.8
41443649,현대,투싼 (NX4),가솔린 1.6 터보 4WD,2021.0,75349.0,가솔린,SUV,경기,2220.0,78.1
41790737,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2023.0,96193.0,가솔린,SUV,경기,2450.0,63.4
41781879,현대,그랜저 (GN7),2.5 가솔린 2WD,2024.0,79312.0,가솔린,대형차,경기,2780.0,74.3
41574689,현대,제네시스 DH,G330 프리미엄 AWD,2014.0,127631.0,가솔린,대형차,경기,1099.0,19.9
41499518,현대,투싼 (NX4),가솔린 1.6 터보 4WD,2022.0,84447.0,가솔린,SUV,경기,2590.0,74.5
41490701,현대,더 뉴 싼타페,가솔린 2.5T 2WD,2021.0,77941.0,가솔린,SUV,경기,2420.0,63.1
41831076,현대,아반떼 (CN7),2.0 N,2022.0,104000.0,가솔린,준중형차,경기,970.0,30.2
41559097,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2022.0,29531.0,가솔린,SUV,경기,2590.0,82.1
41682185,현대,그랜저 IG,3.0 익스클루시브,2019.0,132572.0,가솔린,대형차,경기,1790.0,45.9
40607062,현대,제네시스,BH330 럭셔리,2009.0,89985.0,가솔린,대형차,경기,570.0,11.6
41588543,현대,쏘나타 (DN8),2.0,2020.0,142628.0,가솔린,중형차,경기,1590.0,48.3
40290172,현대,더 뉴 아반떼 (CN7),1.6,2025.0,5820.0,가솔린,준중형차,경기,2250.0,96.7
41546825,현대,벨로스터 (JS),1.6 터보 스포츠,2020.0,114935.0,가솔린,준중형차,경기,1090.0,45.5
41537460,현대,캐스퍼,터보 인스퍼레이션,2022.0,29341.0,가솔린,경차,경기,1750.0,89.3
41745394,현대,아슬란,G330 프리미엄,2016.0,138052.0,가솔린,대형차,경기,820.0,19.9
41794823,현대,캐스퍼,터보 디 에센셜,2023.0,16451.0,가솔린,경차,경기,1570.0,88.2
41724537,현대,팰리세이드,가솔린 3.8 2WD,2021.0,58706.0,가솔린,SUV,경기,2370.0,51.3
41402100,현대,YF 쏘나타,Y20 럭셔리,2012.0,193160.0,가솔린,중형차,경기,330.0,13.6
41302715,현대,쏘나타 디 엣지(DN8),1.6 터보,2024.0,23750.0,가솔린,중형차,경기,2700.0,82.8
41428696,현대,팰리세이드,가솔린 3.8 2WD,2020.0,40297.0,가솔린,SUV,경기,2250.0,63.6
41377080,현대,LF 쏘나타,2.0 케어플러스,2017.0,136844.0,가솔린,중형차,경기,890.0,36.3
41042973,현대,더 뉴 그랜저 IG,2.5,2020.0,206031.0,가솔린,대형차,경기,1300.0,38.7
41758546,현대,아반떼 (CN7),1.6,2021.0,56210.0,가솔린,준중형차,경기,1799.0,75.2
41663492,현대,에쿠스(신형),VS500,2012.0,106471.0,가솔린,대형차,경기,790.0,7.2
41602787,현대,그랜저 IG,3.0 익스클루시브,2018.0,111888.0,가솔린,대형차,경기,1699.0,43.6
41250833,현대,그랜저 HG,HG240 모던,2015.0,146056.0,가솔린,대형차,경기,690.0,22.8
41829170,현대,팰리세이드 (LX3),가솔린 2.5T 4WD 7인승,2025.0,11981.0,가솔린,SUV,경기,3792.0,63.8
41621049,현대,아반떼 (CN7),2.0 N,2023.0,76217.0,가솔린,준중형차,경기,1950.0,60.7
41800103,현대,제네시스 DH,G330 모던,2014.0,134402.0,가솔린,대형차,경기,930.0,20.0
41583306,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2021.0,96437.0,가솔린,SUV,경기,2360.0,74.8
41219729,현대,제네시스 DH,G330 프리미엄 AWD,2016.0,172426.0,가솔린,대형차,경기,970.0,18.0
41055484,현대,팰리세이드,가솔린 3.8 2WD,2020.0,36418.0,가솔린,SUV,경기,2300.0,56.0
41443696,현대,팰리세이드,가솔린 3.8 4WD,2022.0,80617.0,가솔린,SUV,경기,2550.0,52.5
40981213,현대,그랜저 HG,HG300 프리미엄,2014.0,206791.0,가솔린,대형차,경기,380.0,11.6
41458056,현대,LF 쏘나타,2.0 프리미엄,2015.0,144320.0,가솔린,중형차,경기,750.0,26.2
41672771,현대,제네시스 DH,G330 모던 AWD,2015.0,206047.0,가솔린,대형차,경기,549.0,11.2
41811099,현대,더 뉴 그랜저 IG,2.5,2023.0,86890.0,가솔린,대형차,경기,2599.0,71.8
41531816,현대,에쿠스(신형),5.0 수출형,2015.0,62038.0,가솔린,대형차,경기,1130.0,
41806895,현대,더 뉴 캐스퍼,디 에센셜,2025.0,4102.0,가솔린,경차,경기,1980.0,117.9
41729982,현대,팰리세이드,가솔린 3.8 2WD,2021.0,58705.0,가솔린,SUV,경기,2590.0,56.0
41443638,현대,그랜저 IG,3.0 익스클루시브,2018.0,22771.0,가솔린,대형차,경기,1940.0,50.1
41529360,현대,그랜저 IG,3.0 익스클루시브,2017.0,99235.0,가솔린,대형차,경기,1349.0,38.0
41754058,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2021.0,64475.0,가솔린,SUV,경기,2290.0,72.6
40426225,현대,그랜저 HG,HG240 럭셔리,2011.0,167927.0,가솔린,대형차,경기,490.0,15.7
41788425,현대,더 뉴 그랜저 IG,2.5,2020.0,47763.0,가솔린,대형차,경기,1820.0,54.0
41713388,현대,더 뉴 싼타페,가솔린 2.5T 4WD,2021.0,67298.0,가솔린,SUV,경기,2920.0,71.8
41588085,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2023.0,45760.0,가솔린,SUV,경기,3449.0,68.0
41590809,현대,더 뉴 아반떼 AD,1.6,2019.0,107300.0,가솔린,준중형차,경기,870.0,62.0
41757622,현대,제네시스 DH,G330 프리미엄 AWD,2016.0,119858.0,가솔린,대형차,경기,1370.0,24.9
41725449,현대,더 뉴 그랜저 IG,2.5,2023.0,72192.0,가솔린,대형차,경기,2390.0,66.0
41666513,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2023.0,36371.0,가솔린,SUV,경기,3700.0,83.5
41419293,현대,캐스퍼,밴,2023.0,11342.0,가솔린,경차,경기,1050.0,76.4
41451292,현대,그랜저 IG,2.4 모던,2017.0,151828.0,가솔린,대형차,경기,1050.0,34.4
40844082,현대,그랜저 TG,Q270 디럭스,2006.0,77397.0,가솔린,대형차,경기,299.0,10.9
41675301,현대,캐스퍼,터보 디 에센셜,2024.0,25745.0,가솔린,경차,경기,1600.0,89.9
41457205,현대,싼타페 (MX5),가솔린 2.5T 2WD,2025.0,13079.0,가솔린,SUV,경기,3390.0,84.6
41625238,현대,올 뉴 투싼,가솔린 1.6 터보 2WD,2020.0,99553.0,가솔린,SUV,경기,1640.0,67.4
41008136,현대,그랜저 HG,HG300 익스클루시브,2014.0,213747.0,가솔린,대형차,경기,390.0,11.3
41420184,현대,그랜저 IG,2.4 프리미엄,2019.0,118360.0,가솔린,대형차,경기,1410.0,44.7
41328748,현대,YF 쏘나타,Y20 럭셔리,2012.0,128819.0,가솔린,중형차,경기,520.0,21.4
41810734,현대,팰리세이드,가솔린 3.8 4WD,2021.0,87885.0,가솔린,SUV,경기,2590.0,53.3
41622566,현대,그랜저 HG,HG240 스페셜,2012.0,154147.0,가솔린,대형차,경기,499.0,
40308550,현대,제네시스,BH330 그랜드,2012.0,196654.0,가솔린,대형차,경기,400.0,8.7
41622493,현대,그랜저 IG,3.0 익스클루시브,2018.0,119951.0,가솔린,대형차,경기,1380.0,38.4
41827718,현대,더 뉴 그랜저 IG,2.5,2021.0,36857.0,가솔린,대형차,경기,2370.0,70.4
41683750,현대,베뉴,1.6 프리미엄,2023.0,37798.0,가솔린,SUV,경기,1650.0,77.5
41622529,현대,그랜저 IG,2.4 익스클루시브,2019.0,94319.0,가솔린,대형차,경기,1620.0,44.9
41623204,현대,LF 쏘나타,2.0 스마트,2015.0,47459.0,가솔린,중형차,경기,1150.0,45.2
40134247,현대,제네시스 DH,G330 프리미엄 AWD,2016.0,144329.0,가솔린,대형차,경기,1130.0,20.5
41359945,현대,제네시스 DH,G330 프리미엄,2015.0,116522.0,가솔린,대형차,경기,1100.0,20.9
41726746,현대,그랜저 IG,2.4 프리미엄,2018.0,200919.0,가솔린,대형차,경기,820.0,25.8
41108032,현대,그랜저 HG,HG240 모던,2014.0,182602.0,가솔린,대형차,경기,440.0,14.6
41796901,현대,쏘나타 디 엣지(DN8),1.6 터보,2024.0,25286.0,가솔린,중형차,경기,3190.0,85.8
41515822,현대,에쿠스(신형),VL500,2014.0,181513.0,가솔린,대형차,경기,1270.0,8.6
41682944,현대,팰리세이드,가솔린 3.8 2WD,2019.0,117707.0,가솔린,SUV,경기,2059.0,51.1
41773444,현대,제네시스 DH,G330 프리미엄 AWD,2015.0,200323.0,가솔린,대형차,경기,800.0,14.5
41821105,현대,팰리세이드,가솔린 3.8 4WD,2019.0,104018.0,가솔린,SUV,경기,2500.0,58.7
41688151,현대,더 뉴 아반떼 (CN7),1.6,2024.0,24922.0,가솔린,준중형차,경기,2470.0,88.8
41256932,현대,에쿠스(신형),VS460,2010.0,104930.0,가솔린,대형차,경기,500.0,4.8
41203731,현대,아반떼 MD,M16 GDI 디럭스,2011.0,100220.0,가솔린,준중형차,경기,390.0,29.1
