매물ID,제조사,모델,등급,연식,주행km,연료,차체,시도,판매가,잔존율
42208193,현대,아반떼 (CN7),1.6,2023.0,66388.0,가솔린,준중형차,부산,1730.0,80.7
41879163,현대,에쿠스(신형),VS380,2011.0,192806.0,가솔린,대형차,부산,290.0,4.4
41958286,현대,싼타페 TM,디젤 2.2 2WD,2019.0,112657.0,디젤,SUV,부산,2230.0,55.3
42145972,현대,제네시스,BH330 럭셔리,2012.0,87385.0,가솔린,대형차,부산,750.0,15.5
42159518,현대,쏘나타 (DN8),2.0 LPG(렌터카용),2022.0,56010.0,LPG(일반인 구입),중형차,부산,1780.0,73.2
42089972,현대,그랜저 IG,3.0 익스클루시브,2018.0,55103.0,가솔린,대형차,부산,1860.0,48.1
41856187,현대,더 뉴 팰리세이드,가솔린 3.8 4WD,2023.0,91068.0,가솔린,SUV,부산,3550.0,66.9
42132900,현대,더 뉴 아반떼 (CN7),1.6,2026.0,1797.0,가솔린,준중형차,부산,2140.0,105.2
42208352,현대,쏘나타 (DN8),2.0 LPG(렌터카용),2020.0,160000.0,LPG(일반인 구입),중형차,부산,1100.0,51.4
42201871,현대,팰리세이드,가솔린 3.8 4WD,2021.0,42865.0,가솔린,SUV,부산,2950.0,60.7
42122746,현대,캐스퍼,모던,2023.0,61694.0,가솔린,경차,부산,1310.0,82.4
42139734,현대,아반떼 하이브리드,HDeII,2012.0,176760.0,LPG+전기,준중형차,부산,380.0,16.1
42139535,현대,YF 쏘나타,LPI 럭셔리,2011.0,220000.0,LPG(일반인 구입),중형차,부산,300.0,
41902471,현대,더 뉴 코나,가솔린 1.6 터보 4WD,2021.0,60298.0,가솔린,SUV,부산,2050.0,68.4
42162719,현대,캐스퍼,인스퍼레이션,2023.0,66795.0,가솔린,경차,부산,1460.0,78.1
41896046,현대,더 뉴 아반떼,1.6 VGT 스마트,2016.0,153826.0,디젤,준중형차,부산,379.0,21.1
41953296,현대,더 뉴 그랜드 스타렉스,웨건 12인승,2018.0,149228.0,디젤,승합차,부산,1250.0,45.5
42166148,현대,에쿠스(신형),VS380,2015.0,44301.0,가솔린,대형차,부산,1650.0,20.9
42007707,현대,쏘나타 디 엣지(DN8),1.6 터보,2026.0,346.0,가솔린,중형차,부산,2799.0,77.4
42143447,현대,캐스퍼,모던,2023.0,51804.0,가솔린,경차,부산,1320.0,83.0
42117715,현대,그랜드 스타렉스,5인승 밴,2018.0,216890.0,디젤,승합차,부산,780.0,36.2
42158438,현대,더 뉴 아반떼,1.6 GDi 스마트,2014.0,65695.0,가솔린,준중형차,부산,660.0,38.1
42106699,현대,더 뉴 그랜저 IG 하이브리드,익스클루시브,2022.0,54239.0,가솔린+전기,대형차,부산,2950.0,71.0
42114797,현대,스타리아,L3.5 어린이보호차,2022.0,101561.0,LPG(일반인 구입),승합차,부산,2690.0,71.9
42164017,현대,싼타페 (MX5),HEV 1.6 2WD,2024.0,22009.0,가솔린+전기,SUV,부산,4090.0,85.9
42163435,현대,팰리세이드,가솔린 3.8 2WD,2019.0,111720.0,가솔린,SUV,부산,1850.0,53.2
41952690,현대,YF 쏘나타,LPI 프리미어(장애인용),2010.0,210904.0,LPG(일반인 구입),중형차,부산,280.0,
42216061,현대,싼타페 (MX5),HEV 1.6 4WD,2024.0,39528.0,가솔린+전기,SUV,부산,3990.0,79.2
42183213,현대,더 뉴 맥스크루즈,디젤 2.2 2WD,2018.0,134556.0,디젤,SUV,부산,1570.0,36.6
41868770,현대,투싼 (NX4),가솔린 1.6 터보 2WD,2023.0,24801.0,가솔린,SUV,부산,2780.0,85.2
41875152,현대,제네시스,BH330 럭셔리,2012.0,59787.0,가솔린,대형차,부산,690.0,14.0
41605109,현대,그랜저 HG,HG240 모던,2014.0,110742.0,가솔린,대형차,부산,760.0,25.5
42039757,현대,뉴 그랜저,2.5 V6,1996.0,53527.0,가솔린,대형차,부산,690.0,26.3
42153917,현대,아반떼 AD,1.6 GDI 모던,2018.0,174936.0,가솔린,준중형차,부산,770.0,38.2
42159627,현대,싼타페 (MX5),HEV 1.6 2WD,2024.0,28285.0,가솔린+전기,SUV,부산,4090.0,85.9
42164387,현대,아반떼 MD,M16 GDI 럭셔리,2012.0,123447.0,가솔린,준중형차,부산,390.0,25.7
42029812,현대,올 뉴 투싼,디젤 2.0 2WD,2020.0,100000.0,디젤,SUV,부산,1500.0,56.9
42135284,현대,싼타페 DM,디젤(e-VGT) 2.2 2WD 프리미엄,2013.0,143711.0,디젤,SUV,부산,680.0,21.8
42033910,현대,쏘나타 (DN8),2.0,2021.0,89000.0,가솔린,중형차,부산,1690.0,58.8
42212384,현대,그랜저 IG,2.4 프리미엄,2018.0,132000.0,가솔린,대형차,부산,1320.0,41.1
42118609,현대,싼타페 (MX5),HEV 1.6 2WD,2024.0,20046.0,가솔린+전기,SUV,부산,3990.0,83.8
42139260,현대,올 뉴 투싼,디젤 2.0 2WD,2019.0,117000.0,디젤,SUV,부산,1250.0,48.9
42150013,현대,싼타페 (MX5),HEV 1.6 2WD,2024.0,31892.0,가솔린+전기,SUV,부산,3990.0,83.8
42191221,현대,그랜저 HG,HG240 럭셔리,2012.0,166442.0,가솔린,대형차,부산,470.0,15.1
41969115,현대,싼타페 TM,가솔린 2.0T 2WD,2019.0,83008.0,가솔린,SUV,부산,1759.0,63.7
41876095,현대,쏘나타 뉴 라이즈,LPI 모던,2019.0,180299.0,LPG(일반인 구입),중형차,부산,880.0,38.6
41900377,현대,더 뉴 그랜저 IG,2.5,2020.0,139750.0,가솔린,대형차,부산,1729.0,47.0
41928015,현대,올 뉴 투싼,디젤 2.0 2WD,2017.0,112169.0,디젤,SUV,부산,1290.0,47.3
42159541,현대,쏘나타 (DN8),2.0,2020.0,119160.0,가솔린,중형차,부산,1499.0,56.8
42129917,현대,더 뉴 아반떼 (CN7),1.6,2024.0,74612.0,가솔린,준중형차,부산,1350.0,68.4
42048094,현대,더 뉴 그랜저 IG,3.0 LPi (렌터카용),2021.0,94208.0,LPG(일반인 구입),대형차,부산,1880.0,59.1
41896268,현대,아반떼 AD,1.6 GDI 스마트,2016.0,123462.0,가솔린,준중형차,부산,650.0,36.8
41261584,현대,제네시스 DH,G330 모던 AWD,2016.0,179135.0,가솔린,대형차,부산,930.0,19.0
42126898,현대,아반떼 (CN7),1.6,2023.0,101085.0,가솔린,준중형차,부산,1580.0,73.7
42070474,현대,더 뉴 캐스퍼,디 에센셜,2025.0,36034.0,가솔린,경차,부산,1659.0,98.8
42053336,현대,더 뉴 그랜드 스타렉스,밴 3인승,2019.0,216161.0,디젤,승합차,부산,950.0,43.3
42164141,현대,쏘나타 (DN8),2.0,2022.0,49398.0,가솔린,중형차,부산,2079.0,74.4
42056384,현대,팰리세이드,디젤 2.2 2WD,2022.0,63475.0,디젤,SUV,부산,2280.0,61.2
41936606,현대,맥스크루즈,디젤(e-VGT) 2.2 4WD 익스클루시브,2014.0,176685.0,디젤,SUV,부산,850.0,20.6
42008063,현대,더 뉴 그랜드 스타렉스,어린이보호차 LPi,2021.0,70503.0,LPG(일반인 구입),승합차,부산,2329.0,
42124706,현대,아반떼 AD,1.6 GDI 스타일,2016.0,176086.0,가솔린,준중형차,부산,620.0,44.8
42176685,현대,그랜저 HG,HG330 셀러브리티,2014.0,222198.0,가솔린,대형차,부산,480.0,12.2
42130640,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,2015.0,151848.0,디젤,SUV,부산,580.0,24.0
42209435,현대,스타리아,L3.5 카고 5인승,2022.0,114375.0,LPG(일반인 구입),승합차,부산,1920.0,65.7
42219542,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 모던,2015.0,209325.0,디젤,SUV,부산,630.0,21.8
41969024,현대,제네시스 DH,G380 프레스티지,2016.0,190889.0,가솔린,대형차,부산,699.0,11.5
42027126,현대,아반떼 MD,M16 GDI 프리미어,2012.0,167295.0,가솔린,준중형차,부산,270.0,14.9
41871417,현대,더 뉴 그랜드 스타렉스,어린이보호차,2019.0,92525.0,디젤,승합차,부산,1550.0,
42035096,현대,YF 쏘나타,LPI 프리미어(장애인용),2010.0,160351.0,LPG(일반인 구입),중형차,부산,330.0,
42122804,현대,아반떼 AD,1.6 GDI 프리미엄,2016.0,63051.0,가솔린,준중형차,부산,1180.0,55.5
41892875,현대,그랜저 HG,HG220 디젤 프리미엄,2016.0,96338.0,디젤,대형차,부산,899.0,26.0
41871638,현대,더 뉴 아반떼,1.6 GDi 모던,2015.0,67342.0,가솔린,준중형차,부산,660.0,34.6
41867582,현대,아반떼 하이브리드 (CN7),인스퍼레이션,2021.0,46461.0,가솔린+전기,준중형차,부산,2150.0,73.1
41991940,현대,투싼 ix,디젤 2WD LX20,2012.0,105256.0,디젤,SUV,부산,529.0,20.9
42099288,현대,쏘나타 디 엣지(DN8),2.0,2024.0,9514.0,가솔린,중형차,부산,2950.0,105.1
41861990,현대,팰리세이드,가솔린 3.8 2WD,2020.0,146426.0,가솔린,SUV,부산,2090.0,59.0
42216734,현대,쏘나타 뉴 라이즈,1.6 터보 프리미엄,2018.0,82585.0,가솔린,중형차,부산,1339.0,44.4
42071526,현대,베뉴,1.6 플럭스,2025.0,13266.0,가솔린,SUV,부산,2120.0,87.9
41967422,현대,그랜저 IG 하이브리드,익스클루시브,2018.0,149843.0,가솔린+전기,대형차,부산,1399.0,35.7
41966803,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,2014.0,226916.0,디젤,SUV,부산,430.0,18.1
42076565,현대,LF 쏘나타,2.0 케어플러스,2017.0,74980.0,가솔린,중형차,부산,1280.0,51.3
42141370,현대,더 뉴 싼타페,HEV 1.6 2WD,2023.0,74500.0,가솔린+전기,SUV,부산,2550.0,69.3
42056562,현대,엑센트(신형),1.4 VVT 프리미어,2012.0,44510.0,가솔린,소형차,부산,543.0,43.8
42018455,현대,싼타페 더 프라임,디젤 2.0 2WD,2018.0,202607.0,디젤,SUV,부산,890.0,31.8
42185188,현대,벨로스터,터보 GDi 익스트림,2013.0,144333.0,가솔린,준중형차,부산,538.0,24.5
42052492,현대,그랜저 IG,2.4 익스클루시브,2019.0,192511.0,가솔린,대형차,부산,999.0,27.7
42071487,현대,아반떼 MD,M16 GDI 럭셔리,2012.0,90034.0,가솔린,준중형차,부산,420.0,27.6
42033982,현대,싼타페 더 프라임,디젤 2.0 2WD,2016.0,121919.0,디젤,SUV,부산,1090.0,36.5
42063500,현대,더 뉴 맥스크루즈,디젤 2.2 4WD,2017.0,166939.0,디젤,SUV,부산,1390.0,34.3
42136140,현대,쏘나타 뉴 라이즈,2.0 스마트 초이스,2019.0,35020.0,가솔린,중형차,부산,1360.0,54.9
41911907,현대,코나 (SX2),가솔린 1.6 터보 2WD,2023.0,15062.0,가솔린,SUV,부산,2490.0,90.3
42201182,현대,엑센트(신형),위트 1.6 GDI 탑,2012.0,73500.0,가솔린,소형차,부산,520.0,33.2
42032338,현대,더 뉴 팰리세이드,디젤 2.2 2WD,2023.0,56500.0,디젤,SUV,부산,2980.0,74.2
42098581,현대,쏘나타 (DN8),2.0,2021.0,27701.0,가솔린,중형차,부산,1850.0,64.3
42128513,현대,더 뉴 아반떼,1.6 GDi 스마트,2015.0,48208.0,가솔린,준중형차,부산,660.0,37.7
42074355,현대,팰리세이드,디젤 2.2 2WD,2022.0,42746.0,디젤,SUV,부산,2950.0,69.2
41857449,현대,그랜저 HG,HG300 프라임,2011.0,85550.0,가솔린,대형차,부산,560.0,16.4
42197313,현대,더 뉴 그랜저 IG,2.5,2020.0,61739.0,가솔린,대형차,부산,1860.0,56.5
41923827,현대,싼타페 TM,디젤 2.0 2WD,2020.0,96081.0,디젤,SUV,부산,2199.0,62.4
41980791,현대,제네시스 DH,G330 프리미엄,2016.0,127144.0,가솔린,대형차,부산,1090.0,21.1
42090885,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,2015.0,153472.0,디젤,SUV,부산,750.0,31.1
42168093,현대,그랜저 HG,HG240 모던,2015.0,139254.0,가솔린,대형차,부산,790.0,26.4
42151883,현대,더 뉴 그랜드 스타렉스,밴 5인승,2019.0,200994.0,디젤,승합차,부산,1090.0,43.7
41940155,현대,투싼 ix,디젤 2WD LX20,2012.0,73513.0,디젤,SUV,부산,580.0,22.3
41885990,현대,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,2021.0,56112.0,가솔린+전기,대형차,부산,2450.0,63.0
41885272,현대,벨로스터 (JS),2.0 N,2019.0,151854.0,가솔린,준중형차,부산,1280.0,44.0
42065191,현대,아반떼 MD,M16 GDI 탑,2012.0,193795.0,가솔린,준중형차,부산,390.0,20.6
42184482,현대,더 뉴 아반떼 AD,1.6,2020.0,112958.0,가솔린,준중형차,부산,1160.0,64.3
42211172,현대,쏘나타 디 엣지 하이브리드(DN8),인스퍼레이션,2025.0,15620.0,가솔린+전기,중형차,부산,3650.0,93.3
42040034,현대,코나,1.6 터보 2WD,2018.0,72623.0,가솔린,SUV,부산,1390.0,57.3
41970924,현대,투싼 ix,디젤 2WD LX20,2010.0,190875.0,디젤,SUV,부산,450.0,18.0
41970651,현대,투싼 ix,디젤 2WD LX20,2012.0,172323.0,디젤,SUV,부산,470.0,18.1
41889744,현대,그랜저 IG,2.2 디젤 프리미엄,2018.0,133513.0,디젤,대형차,부산,1290.0,35.1
41894415,현대,쏘나타 (DN8),2.0,2020.0,137106.0,가솔린,중형차,부산,1350.0,48.2
42081702,현대,더 뉴 투싼 (NX4),가솔린 1.6 터보 2WD,2024.0,14655.0,가솔린,SUV,부산,3899.0,113.4
42054259,현대,그랜저 IG,2.4 프리미엄,2018.0,99552.0,가솔린,대형차,부산,1530.0,45.3
41971917,현대,싼타페 CM,2WD(2.0 e-VGT) MLX,2012.0,99340.0,디젤,SUV,부산,530.0,17.8
42000434,현대,그랜저 IG 하이브리드,익스클루시브,2019.0,74608.0,가솔린+전기,대형차,부산,2050.0,52.2
41885019,현대,쏘나타 (DN8),2.0 LPG(렌터카용),2021.0,23101.0,LPG(일반인 구입),중형차,부산,1750.0,81.4
42207717,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,2015.0,146767.0,디젤,SUV,부산,890.0,27.8
42061598,현대,쏘나타 디 엣지(DN8),1.6 터보,2024.0,43454.0,가솔린,중형차,부산,2550.0,78.8
42052254,현대,팰리세이드,가솔린 3.8 4WD,2021.0,69590.0,가솔린,SUV,부산,2555.0,52.6
41966916,현대,더 뉴 그랜저 IG 하이브리드,르블랑,2022.0,104107.0,가솔린+전기,대형차,부산,2290.0,56.6
41864159,현대,그랜드 스타렉스,5인승 밴,2014.0,157020.0,디젤,승합차,부산,870.0,40.2
41883820,현대,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,2020.0,136484.0,가솔린+전기,대형차,부산,2080.0,54.5
42017663,현대,아반떼 MD,M16 GDI 럭셔리,2012.0,124270.0,가솔린,준중형차,부산,499.0,32.8
42061548,현대,아반떼 AD,1.6 GDI 밸류 플러스,2018.0,159365.0,가솔린,준중형차,부산,750.0,44.4
42192161,현대,제네시스 DH,G330 모던,2016.0,151155.0,가솔린,대형차,부산,850.0,18.6
41847669,현대,더 뉴 아반떼,1.6 GDi 모던,2014.0,106342.0,가솔린,준중형차,부산,549.0,29.0
42054009,현대,그랜저 (GN7),3.5 LPG 2WD (택시형),2023.0,32591.0,LPG(일반인 구입),대형차,부산,2750.0,76.8
42195064,현대,그랜저 IG,3.0 익스클루시브,2018.0,92703.0,가솔린,대형차,부산,1550.0,43.7
42159381,현대,그랜드 스타렉스,12인승 왜건,2018.0,97874.0,디젤,승합차,부산,1190.0,50.5
41958762,현대,더 뉴 그랜저 IG,2.5,2022.0,28135.0,가솔린,대형차,부산,2750.0,77.8
42106224,현대,그랜드 스타렉스,11인승 왜건,2015.0,135839.0,디젤,승합차,부산,880.0,38.5
41971639,현대,캐스퍼,스마트,2022.0,120909.0,가솔린,경차,부산,1130.0,81.6
42198071,현대,캐스퍼 일렉트릭,인스퍼레이션,2025.0,22199.0,전기,소형차,부산,2770.0,92.6
42071523,현대,싼타페 더 프라임,디젤 2.2 2WD,2016.0,208992.0,디젤,SUV,부산,890.0,27.2
41885141,현대,에쿠스(신형),VS380,2010.0,144478.0,가솔린,대형차,부산,520.0,7.9
42161206,현대,더 뉴 투싼 (NX4),가솔린 1.6 터보 2WD,2024.0,32483.0,가솔린,SUV,부산,2690.0,83.5
42020435,현대,아반떼 (CN7),1.6,2021.0,65070.0,가솔린,준중형차,부산,1770.0,90.9
41955580,현대,그랜저 HG,HG240 럭셔리,2011.0,126000.0,가솔린,대형차,부산,480.0,15.4
41984737,현대,올 뉴 투싼,디젤 2.0 2WD,2019.0,56860.0,디젤,SUV,부산,1770.0,69.2
41477663,현대,더 뉴 아반떼,1.6 GDi 모던,2014.0,139736.0,가솔린,준중형차,부산,500.0,26.5
41867641,현대,그랜저 IG,2.4 모던,2017.0,94673.0,가솔린,대형차,부산,990.0,32.4
42107895,현대,그랜드 스타렉스,11인승 왜건,2015.0,238679.0,디젤,승합차,부산,790.0,32.9
41847188,현대,제네시스 DH,G330 모던,2015.0,193699.0,가솔린,대형차,부산,730.0,15.7
42088553,현대,더 뉴 그랜드 스타렉스,밴 5인승,2019.0,149326.0,디젤,승합차,부산,1190.0,53.6
42035065,현대,스타리아,HEV 1.6 라운지 7인승,2025.0,37735.0,가솔린+전기,승합차,부산,4390.0,96.6
41873977,현대,코나,1.6 터보 2WD,2018.0,61345.0,가솔린,SUV,부산,1450.0,59.8
42062291,현대,쏘나타 디 엣지 하이브리드(DN8),익스클루시브,2024.0,35054.0,가솔린+전기,중형차,부산,3100.0,87.2
42140699,현대,더 뉴 아반떼 (CN7),2.0 N,2024.0,17845.0,가솔린,준중형차,부산,3090.0,92.2
42088023,현대,코나,1.6 터보 2WD,2018.0,42234.0,가솔린,SUV,부산,1579.0,72.3
42183741,현대,아이오닉5,롱레인지 AWD,2023.0,36807.0,전기,준중형차,부산,3230.0,54.7
42033395,현대,스타리아,카고 3인승,2022.0,174347.0,디젤,승합차,부산,1490.0,54.7
41875013,현대,더 뉴 그랜저 IG,2.5,2022.0,31440.0,가솔린,대형차,부산,2450.0,69.3
42153925,현대,그랜저 (GN7),2.5 가솔린 2WD,2023.0,137094.0,가솔린,대형차,부산,2620.0,70.5
41937049,현대,그랜드 스타렉스,3인승 밴,2015.0,182000.0,디젤,승합차,부산,770.0,39.3
42054642,현대,쏘나타 디 엣지(DN8),1.6 터보,2024.0,46801.0,가솔린,중형차,부산,2645.0,81.7
41935971,현대,올 뉴 투싼,디젤 1.7 2WD,2017.0,114622.0,디젤,SUV,부산,950.0,35.9
41995290,현대,쏘나타 (DN8),2.0,2021.0,66457.0,가솔린,중형차,부산,1970.0,68.5
42192448,현대,LF 쏘나타,2.0 스타일,2017.0,135405.0,가솔린,중형차,부산,830.0,35.5
42045840,현대,에쿠스(신형),VS380,2015.0,185218.0,가솔린,대형차,부산,599.0,8.8
42083418,현대,쏘나타 (DN8),2.0,2022.0,104677.0,가솔린,중형차,부산,1630.0,64.0
41923608,현대,맥스크루즈,디젤(e-VGT) 2.2 4WD 익스클루시브,2016.0,184080.0,디젤,SUV,부산,810.0,22.9
41950790,현대,더 뉴 그랜저 IG,3.3,2022.0,18483.0,가솔린,대형차,부산,2890.0,73.6
42142636,현대,그랜저 IG,3.0 익스클루시브,2018.0,145559.0,가솔린,대형차,부산,1089.0,30.3
41914415,현대,싼타페 TM,디젤 2.0 2WD,2019.0,132456.0,디젤,SUV,부산,1640.0,50.2
42194341,현대,더 뉴 아반떼 AD,1.6,2019.0,136216.0,가솔린,준중형차,부산,1200.0,54.2
41968342,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,2023.0,36938.0,가솔린,SUV,부산,3299.0,65.1
42046271,현대,제네시스 DH,G330 프리미엄 AWD,2015.0,157290.0,가솔린,대형차,부산,900.0,16.3
41893534,현대,코나,디젤 1.6 2WD,2019.0,58220.0,디젤,SUV,부산,1390.0,58.5
41959837,현대,더 뉴 그랜드 스타렉스,밴 3인승,2019.0,76270.0,디젤,승합차,부산,1699.0,77.4
42012842,현대,쏘나타 뉴 라이즈,LPI 스타일,2018.0,104808.0,LPG(일반인 구입),중형차,부산,1090.0,56.9
41970961,현대,그랜드 스타렉스,3인승 밴,2013.0,160000.0,디젤,승합차,부산,500.0,26.4
41904318,현대,코나 하이브리드,프리미엄 스페셜,2020.0,30910.0,가솔린+전기,SUV,부산,1899.0,69.6
41963635,현대,팰리세이드,가솔린 3.8 2WD,2022.0,21464.0,가솔린,SUV,부산,2680.0,65.2
42170831,현대,싼타페 TM,디젤 2.0 2WD,2019.0,148400.0,디젤,SUV,부산,1480.0,43.6
42107473,현대,더 뉴 팰리세이드,가솔린 3.8 4WD,2023.0,109427.0,가솔린,SUV,부산,3370.0,63.5
41861469,현대,더 뉴 그랜저 IG,2.5,2022.0,39317.0,가솔린,대형차,부산,2890.0,81.8
42023773,현대,제네시스 DH,G330 프리미엄,2015.0,160162.0,가솔린,대형차,부산,1040.0,20.0
41968942,현대,투싼 하이브리드 (NX4),인스퍼레이션 2WD,2022.0,161551.0,가솔린+전기,SUV,부산,2199.0,60.9
41880261,현대,더 뉴 그랜저 IG,2.5,2022.0,57700.0,가솔린,대형차,부산,2850.0,69.0
41885964,현대,아반떼 MD,M16 GDI 디럭스,2011.0,110000.0,가솔린,준중형차,부산,380.0,28.4
41969689,현대,아이오닉6,롱레인지 AWD,2023.0,25928.0,전기,중형차,부산,3630.0,57.1
42090579,현대,쏘나타 하이브리드 (DN8),프리미엄,2021.0,27918.0,가솔린+전기,중형차,부산,2060.0,68.3
42221927,현대,아이오닉5,롱레인지 AWD,2024.0,85293.0,전기,준중형차,부산,2990.0,52.9
42213394,현대,캐스퍼,터보 인스퍼레이션,2022.0,28791.0,가솔린,경차,부산,1620.0,82.7
42184579,현대,베뉴,1.6 플럭스,2022.0,68871.0,가솔린,SUV,부산,1659.0,74.2
42106896,현대,더 뉴 아반떼 AD,1.6,2019.0,49734.0,가솔린,준중형차,부산,1150.0,81.9
42185195,현대,올 뉴 투싼,가솔린 1.6 터보 2WD,2020.0,123426.0,가솔린,SUV,부산,1420.0,64.6
42129255,현대,더 뉴 싼타페,디젤 2.2 2WD,2022.0,68967.0,디젤,SUV,부산,2850.0,69.7
41921527,현대,코나 (SX2),가솔린 1.6 터보 2WD,2026.0,6.0,가솔린,SUV,부산,408.0,15.9
42185185,현대,그랜저 (GN7),3.5 가솔린 2WD,2023.0,47833.0,가솔린,대형차,부산,3250.0,66.5
41915329,현대,그랜저 HG,HG240 모던 컬렉션,2017.0,151501.0,가솔린,대형차,부산,710.0,23.4
42141111,현대,아반떼 (CN7),1.6,2023.0,56168.0,가솔린,준중형차,부산,1650.0,77.0
42192544,현대,더 뉴 싼타페,디젤 2.2 2WD,2022.0,22621.0,디젤,SUV,부산,2790.0,77.0
41995921,현대,그랜저 IG 하이브리드,익스클루시브,2018.0,91190.0,가솔린+전기,대형차,부산,1970.0,47.6
42193976,현대,더 뉴 싼타페,디젤 2.2 2WD,2022.0,34922.0,디젤,SUV,부산,2790.0,75.7
41928958,현대,더 뉴 싼타페,가솔린 2.5T 2WD,2023.0,69913.0,가솔린,SUV,부산,2230.0,68.6
42127237,현대,아반떼 AD,1.6 GDI 밸류 플러스,2018.0,99240.0,가솔린,준중형차,부산,1120.0,66.3
42009062,현대,코나,1.6 터보 2WD,2019.0,14716.0,가솔린,SUV,부산,1575.0,72.1
42073560,현대,더 뉴 그랜저 IG,3.0 LPi (렌터카용),2021.0,120297.0,LPG(일반인 구입),대형차,부산,2239.0,63.3
42175397,현대,더 뉴 그랜저 IG 하이브리드,르블랑,2023.0,41007.0,가솔린+전기,대형차,부산,2980.0,71.8
41552253,현대,팰리세이드,가솔린 3.8 4WD,2019.0,108305.0,가솔린,SUV,부산,2230.0,52.3
41970974,현대,쏘나타 디 엣지 하이브리드(DN8),익스클루시브,2024.0,31567.0,가솔린+전기,중형차,부산,2930.0,82.4
42071993,현대,쏘나타 하이브리드,2.0,2014.0,92533.0,가솔린+전기,중형차,부산,699.0,23.2
42040804,현대,올 뉴 투싼,가솔린 1.6 터보 2WD,2020.0,72412.0,가솔린,SUV,부산,1900.0,81.5
42082771,현대,더 뉴 싼타페,디젤 2.2 2WD,2022.0,25988.0,디젤,SUV,부산,2790.0,77.0
41954231,현대,더 뉴 그랜저 IG,2.5,2023.0,55986.0,가솔린,대형차,부산,2840.0,78.4
42092645,현대,싼타페 더 프라임,디젤 2.0 2WD,2017.0,110656.0,디젤,SUV,부산,1380.0,41.9
42054243,현대,더 뉴 코나,가솔린 1.6 터보 2WD,2021.0,55860.0,가솔린,SUV,부산,1950.0,71.8
42098838,현대,코나 (SX2),가솔린 1.6 터보 2WD,2024.0,23812.0,가솔린,SUV,부산,2490.0,89.6
41862496,현대,쏘나타 (DN8),1.6 터보,2023.0,29345.0,가솔린,중형차,부산,2699.0,91.6
42127335,현대,쏘나타 하이브리드 (DN8),프리미엄,2021.0,40000.0,가솔린+전기,중형차,부산,2020.0,66.9
41845978,현대,캐스퍼,터보 인스퍼레이션,2023.0,29758.0,가솔린,경차,부산,1679.0,85.7
42173427,현대,그랜저 IG,2.4 프리미엄,2017.0,154090.0,가솔린,대형차,부산,1050.0,33.1
42134064,현대,더 뉴 아반떼 AD,1.6,2020.0,97325.0,가솔린,준중형차,부산,1050.0,60.5
42016382,현대,아반떼 AD,1.6 GDI 밸류 플러스,2018.0,103224.0,가솔린,준중형차,부산,880.0,52.1
41969177,현대,그랜드 스타렉스,5인승 밴,2015.0,237307.0,디젤,승합차,부산,630.0,29.1
42133151,현대,코나,1.6 터보 2WD,2018.0,168814.0,가솔린,SUV,부산,930.0,41.8
41848870,현대,투싼 (NX4),디젤 2.0 2WD,2023.0,30242.0,디젤,SUV,부산,2440.0,86.6
41988807,현대,더 뉴 그랜저 IG 하이브리드,르블랑,2022.0,95748.0,가솔린+전기,대형차,부산,2660.0,65.8
41855509,현대,싼타페 더 프라임,디젤 2.0 2WD,2018.0,144353.0,디젤,SUV,부산,1230.0,39.2
42172735,현대,더 뉴 싼타페,HEV 1.6 2WD,2023.0,49187.0,가솔린+전기,SUV,부산,3150.0,71.2
42192519,현대,더 뉴 싼타페,디젤 2.2 2WD,2022.0,27651.0,디젤,SUV,부산,2790.0,75.7
41923715,현대,캐스퍼,인스퍼레이션,2023.0,43658.0,가솔린,경차,부산,1489.0,79.6
42058541,현대,그랜드 스타렉스,3인승 밴,2018.0,307444.0,디젤,승합차,부산,590.0,28.0
42117668,현대,그랜저 (GN7),2.5 가솔린 2WD,2026.0,22936.0,가솔린,대형차,부산,3300.0,86.9
42176612,현대,그랜저 (GN7),3.5 가솔린 2WD,2023.0,28694.0,가솔린,대형차,부산,3590.0,74.0
42211867,현대,더 뉴 싼타페,디젤 2.2 2WD,2021.0,83770.0,디젤,SUV,부산,2250.0,64.0
42105144,현대,그랜저 (GN7),3.5 LPG 2WD,2023.0,72915.0,LPG(일반인 구입),대형차,부산,2690.0,69.1
42192555,현대,더 뉴 싼타페,디젤 2.2 2WD,2022.0,10940.0,디젤,SUV,부산,2790.0,77.0
42004257,현대,싼타페 CM,2WD(2.0 e-VGT) MLX,2012.0,180373.0,디젤,SUV,부산,480.0,16.1
41494078,현대,더 뉴 그랜저 IG,2.5,2021.0,79939.0,가솔린,대형차,부산,2500.0,60.9
41877396,현대,제네시스 DH,G330 모던 AWD,2016.0,170344.0,가솔린,대형차,부산,850.0,17.4
42136923,현대,그랜저 IG,3.3 셀러브리티,2019.0,64944.0,가솔린,대형차,부산,1780.0,41.7
42205712,현대,더 뉴 그랜저 IG,2.5,2023.0,44618.0,가솔린,대형차,부산,2569.0,70.9
