크롤일,재고수,상세수,평균가,중앙가,신규유입,판매소진,평균체류일,평균연식,중앙주행,가솔린%,디젤%,하이브리드%,전기%,LPG%
2026-06-23,207324,124233,2433,1840,124233,0,,2018.9,85692,53.7,32.0,7.7,2.5,4.0
